date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
00:48:26	24621/24621	---M--	200	added ('OK')	text/css	etag:%22602d-5a45a34c6a9c0%22	http://localhost/wordpress/wp-content/plugins/user-registration/assets/css/sweetalert2/sweetalert2.min.css?ver=8.17.1	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/plugins/user-registration/assets/css/sweetalert2/sweetalert2.min782a.css	(from http://localhost/wordpress/)
00:48:27	59015/59015	---M--	200	added ('OK')	text/css	etag:%22e687-5c3cfaa0e297f%22	http://localhost/wordpress/wp-includes/css/dashicons.min.css?ver=5.5.5	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-includes/css/dashicons.min24b2.css	(from http://localhost/wordpress/)
00:48:28	53907/53907	---M--	200	added ('OK')	text/css	etag:%22d293-5b387c1e9098f%22	http://localhost/wordpress/wp-includes/css/dist/block-library/style.min.css?ver=5.5.5	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-includes/css/dist/block-library/style.min24b2.css	(from http://localhost/wordpress/)
00:48:30	1746/1746	---M--	200	added ('OK')	text/css	etag:%226d2-5a45a2e93bfc0%22	http://localhost/wordpress/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.1.7	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/plugins/contact-form-7/includes/css/styles6725.css	(from http://localhost/wordpress/)
00:48:30	1776/1776	---M--	200	added ('OK')	text/css	etag:%226f0-591ddb79ef080%22	http://localhost/wordpress/wp-content/plugins/logo-showcase-with-slick-slider/assets/css/slick.css?ver=1.1	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/plugins/logo-showcase-with-slick-slider/assets/css/slick4963.css	(from http://localhost/wordpress/)
00:48:30	4219/4219	---M--	200	added ('OK')	text/css	etag:%22107b-591ddb79ef080%22	http://localhost/wordpress/wp-content/plugins/logo-showcase-with-slick-slider/assets/css/lswss-public.css?ver=1.1	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/plugins/logo-showcase-with-slick-slider/assets/css/lswss-public4963.css	(from http://localhost/wordpress/)
00:48:30	39820/39820	---M--	200	added ('OK')	text/css	etag:%229b8c-5914308248240%22	http://localhost/wordpress/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.8.3	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/plugins/revslider/public/assets/css/settingsf542.css	(from http://localhost/wordpress/)
00:48:31	8535/8535	---M--	200	added ('OK')	text/css	etag:%222157-591a4b6420f80%22	http://localhost/wordpress/wp-content/plugins/simple-vertical-timeline/css/simple-vertical-timeline.min.css?ver=5.5.5	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/plugins/simple-vertical-timeline/css/simple-vertical-timeline.min24b2.css	(from http://localhost/wordpress/)
00:48:32	8344/8344	---M--	200	added ('OK')	text/css	etag:%222098-591a4b6420f80%22	http://localhost/wordpress/wp-content/plugins/simple-vertical-timeline/img/linearicons/style.css?ver=5.5.5	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/plugins/simple-vertical-timeline/img/linearicons/style24b2.css	(from http://localhost/wordpress/)
00:48:32	44409/44409	---M--	200	added ('OK')	text/css	etag:%22ad79-59169d5ac8480%22	http://localhost/wordpress/wp-content/plugins/symple-shortcodes/shortcodes/css/symple_shortcodes_styles.css?ver=5.5.5	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/plugins/symple-shortcodes/shortcodes/css/symple_shortcodes_styles24b2.css	(from http://localhost/wordpress/)
00:48:34	87/87	---M--	200	added ('OK')	text/css	etag:%2257-594633e924600%22	http://localhost/wordpress/wp-content/plugins/tabs/assets/front/css/style.css?ver=5.5.5	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/plugins/tabs/assets/front/css/style24b2.css	(from http://localhost/wordpress/)
00:48:34	2828/2828	---M--	200	added ('OK')	text/css	etag:%22b0c-594633e924600%22	http://localhost/wordpress/wp-content/plugins/tabs/assets/global/css/tabs.themes.css?ver=5.5.5	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/plugins/tabs/assets/global/css/tabs.themes24b2.css	(from http://localhost/wordpress/)
00:48:34	540/540	---M--	200	added ('OK')	text/css	etag:%2221c-594633e924600%22	http://localhost/wordpress/wp-content/plugins/tabs/assets/front/css/responsive-tabs.css?ver=5.5.5	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/plugins/tabs/assets/front/css/responsive-tabs24b2.css	(from http://localhost/wordpress/)
00:48:34	31000/31000	---M--	200	added ('OK')	text/css	etag:%227918-594635ae232c0%22	http://localhost/wordpress/wp-content/plugins/wonderplugin-tabs-trial/font-awesome/css/font-awesome.min.css?ver=6.5	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/plugins/wonderplugin-tabs-trial/font-awesome/css/font-awesome.min8f99.css	(from http://localhost/wordpress/)
00:48:34	20766/20766	---M--	200	added ('OK')	text/css	etag:%22511e-5a623b4446280%22	http://localhost/wordpress/wp-content/plugins/team-builder/assets/css/font-awesome/css/font-awesome.min.css?ver=5.5.5	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/plugins/team-builder/assets/css/font-awesome/css/font-awesome.min24b2.css	(from http://localhost/wordpress/)
00:48:36	11215/11215	---M--	200	added ('OK')	text/css	etag:%222bcf-5a623b4446280%22	http://localhost/wordpress/wp-content/plugins/team-builder/assets/css/bootstrap-front.css?ver=5.5.5	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/plugins/team-builder/assets/css/bootstrap-front24b2.css	(from http://localhost/wordpress/)
00:48:36	4982/4982	---M--	200	added ('OK')	text/css	etag:%221376-5a623b4446280%22	http://localhost/wordpress/wp-content/plugins/team-builder/assets/css/team.css?ver=5.5.5	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/plugins/team-builder/assets/css/team24b2.css	(from http://localhost/wordpress/)
00:48:36	1712/1712	---M--	200	added ('OK')	text/css	etag:%226b0-59c41c1930b80%22	http://localhost/wordpress/wp-content/plugins/timeline-and-history-slider/assets/css/slick.css?ver=1.3.3	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/plugins/timeline-and-history-slider/assets/css/slick3ba1.css	(from http://localhost/wordpress/)
00:48:36	7745/7745	---M--	200	added ('OK')	text/css	etag:%221e41-59c41c1930b80%22	http://localhost/wordpress/wp-content/plugins/timeline-and-history-slider/assets/css/slick-slider-style.css?ver=1.3.3	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/plugins/timeline-and-history-slider/assets/css/slick-slider-style3ba1.css	(from http://localhost/wordpress/)
00:48:37	3682/3682	---M--	200	added ('OK')	text/css	etag:%22e62-5914309096400%22	http://localhost/wordpress/wp-content/plugins/timetable/style/superfish.css?ver=5.5.5	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/plugins/timetable/style/superfish24b2.css	(from http://localhost/wordpress/)
00:48:37	21391/21391	---M--	200	added ('OK')	text/css	etag:%22538f-5914309096400%22	http://localhost/wordpress/wp-content/plugins/timetable/style/style.css?ver=5.5.5	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/plugins/timetable/style/style24b2.css	(from http://localhost/wordpress/)
00:48:38	8234/8234	---M--	200	added ('OK')	text/css	etag:%22202a-5914309096400%22	http://localhost/wordpress/wp-content/plugins/timetable/style/event_template.css?ver=5.5.5	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/plugins/timetable/style/event_template24b2.css	(from http://localhost/wordpress/)
00:48:38	9329/9329	---M--	200	added ('OK')	text/css	etag:%222471-5914309096400%22	http://localhost/wordpress/wp-content/plugins/timetable/style/responsive.css?ver=5.5.5	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/plugins/timetable/style/responsive24b2.css	(from http://localhost/wordpress/)
00:48:38	90/90	---M--	200	added ('OK')	text/css	etag:%225a-594635ae232c0%22	http://localhost/wordpress/wp-content/plugins/wonderplugin-tabs-trial/engine/wonderplugin-tabs-engine.css?ver=6.5	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/plugins/wonderplugin-tabs-trial/engine/wonderplugin-tabs-engine8f99.css	(from http://localhost/wordpress/)
00:48:38	2528/2528	---M--	200	added ('OK')	text/css	etag:%229e0-59dfc9d5d2540%22	http://localhost/wordpress/wp-content/plugins/translatepress-multilingual/assets/css/trp-language-switcher.css?ver=1.6.5	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/plugins/translatepress-multilingual/assets/css/trp-language-switcherfeec.css	(from http://localhost/wordpress/)
00:48:39	1249/1249	---M--	200	added ('OK')	text/css	etag:%224e1-5a45a2f5a1d00%22	http://localhost/wordpress/wp-content/plugins/gdpr-compliance-cookie-consent/assets/css/styles.css?ver=5.5.5	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/plugins/gdpr-compliance-cookie-consent/assets/css/styles24b2.css	(from http://localhost/wordpress/)
00:48:39	111483/111483	---M--	200	added ('OK')	text/css	etag:%221b37b-59142d5e55980%22	http://localhost/wordpress/wp-content/themes/smarty/assets/css/bootstrap.min.css?ver=3.0	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/themes/smarty/assets/css/bootstrap.min6aec.css	(from http://localhost/wordpress/)
00:48:40	5103/5103	---M--	200	added ('OK')	text/css	etag:%2213ef-59142d5e55980%22	http://localhost/wordpress/wp-content/themes/smarty/assets/fonts/stm-icon/style.css?ver=3.0	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/themes/smarty/assets/fonts/stm-icon/style6aec.css	(from http://localhost/wordpress/)
00:48:40	15194/15194	---M--	200	added ('OK')	text/css	etag:%223b5a-59142d5e55980%22	http://localhost/wordpress/wp-content/themes/smarty/assets/js/vendor/select2/css/select2.min.css?ver=3.0	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/themes/smarty/assets/js/vendor/select2/css/select2.min6aec.css	(from http://localhost/wordpress/)
00:48:40	439716/439716	---M--	200	added ('OK')	text/css	etag:%226b5a4-59142d5e55980%22	http://localhost/wordpress/wp-content/themes/smarty/assets/css/university/main.css?ver=3.0	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/themes/smarty/assets/css/university/main6aec.css	(from http://localhost/wordpress/)
00:48:42	652/652	---M--	200	added ('OK')	text/css	etag:%2228c-59142d8387140%22	http://localhost/wordpress/wp-content/themes/smarty-child/style.css?ver=3.0	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/themes/smarty-child/style6aec.css	(from http://localhost/wordpress/)
00:48:42	484857/484857	---M--	200	added ('OK')	text/css	etag:%22765f9-591430870cd80%22	http://localhost/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=6.0.3	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/plugins/js_composer/assets/css/js_composer.min1eb7.css	(from http://localhost/wordpress/)
00:48:44	417/417	---M--	200	added ('OK')	image/png	etag:%221a1-591e151d2ec80%22	http://localhost/wordpress/wp-content/uploads/2019/09/left-arrow.png	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/uploads/2019/09/left-arrow.png	(from http://localhost/wordpress/)
00:48:44	407/407	---M--	200	added ('OK')	image/png	etag:%22197-591e151775f00%22	http://localhost/wordpress/wp-content/uploads/2019/09/right-arrow.png	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/uploads/2019/09/right-arrow.png	(from http://localhost/wordpress/)
00:48:44	6056/6056	---M--	200	added ('OK')	text/css	etag:%2217a8-5a6a6ea0c2640%22	http://localhost/wordpress/wp-content/plugins/team-members/inc/css/tmm_style.css?ver=5.5.5	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/plugins/team-members/inc/css/tmm_style24b2.css	(from http://localhost/wordpress/)
00:48:45	208/208	---M--	200	added ('OK')	application/javascript	etag:%22d0-591a4b6420f80%22	http://localhost/wordpress/wp-content/plugins/simple-vertical-timeline/js/svt-animation.min.js?ver=5.5.5	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/plugins/simple-vertical-timeline/js/svt-animation.min24b2.js	(from http://localhost/wordpress/)
00:48:49	21339/21339	---M--	200	added ('OK')	application/javascript	etag:%22535b-594633e924600%22	http://localhost/wordpress/wp-content/plugins/tabs/assets/front/js/jquery.responsiveTabs.js?ver=5.5.5	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/plugins/tabs/assets/front/js/jquery.responsiveTabs24b2.js	(from http://localhost/wordpress/)
00:48:55	64949/64949	---M--	200	added ('OK')	application/javascript	etag:%22fdb5-5914308248240%22	http://localhost/wordpress/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.min.js?ver=5.4.8.3	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.revolution.minf542.js	(from http://localhost/wordpress/)
00:48:56	49504/49504	---M--	200	added ('OK')	application/javascript	etag:%22c160-594635ae232c0%22	http://localhost/wordpress/wp-content/plugins/wonderplugin-tabs-trial/engine/wonderplugin-tabs-engine.js?ver=6.5	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/plugins/wonderplugin-tabs-trial/engine/wonderplugin-tabs-engine8f99.js	(from http://localhost/wordpress/)
00:48:58	96873/96873	---M--	200	added ('OK')	application/javascript	etag:%2217a69-5b387c12d8752%22	http://localhost/wordpress/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-includes/js/jquery/jquery4a5f.js	(from http://localhost/wordpress/)
00:48:58	12936/12936	---MC-	200	added ('OK')	application/json	date:Wed,%2002%20Jun%202021%2022:48:55%20GMT	http://localhost/wordpress/wp-json/wp/v2/pages/6	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-json/wp/v2/pages/6.json	(from http://localhost/wordpress/)
00:48:58	822/822	---M--	200	added ('OK')	text/xml	date:Wed,%2002%20Jun%202021%2022:48:58%20GMT	http://localhost/wordpress/xmlrpc.php?rsd	C:/My%20Web%20Sites/oldds/localhost/wordpress/xmlrpc0db0.php	(from http://localhost/wordpress/)
00:48:58	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-5b387c04bea98%22	http://localhost/wordpress/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-includes/wlwmanifest.xml	(from http://localhost/wordpress/)
00:48:59	3475/3475	---M--	200	added ('OK')	application/json	date:Wed,%2002%20Jun%202021%2022:48:58%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2F	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-json/oembed/1.0/embed68f4.json	(from http://localhost/wordpress/)
00:49:00	3586/3586	---M--	200	added ('OK')	text/xml	date:Wed,%2002%20Jun%202021%2022:48:59%20GMT	http://localhost/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2Fwordpress%2F&format=xml	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-json/oembed/1.0/embedd248	(from http://localhost/wordpress/)
00:49:00	110564/110564	---M--	200	added ('OK')	application/javascript	etag:%221afe4-5914308248240%22	http://localhost/wordpress/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.min.js?ver=5.4.8.3	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/plugins/revslider/public/assets/js/jquery.themepunch.tools.minf542.js	(from http://localhost/wordpress/)
00:49:01	9146/9146	---M--	200	added ('OK')	image/png	etag:%2223ba-5a5796db8b280%22	http://localhost/wordpress/wp-content/uploads/2020/05/Logo-white-highRez-100x100.png	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/uploads/2020/05/Logo-white-highRez-100x100.png	(from http://localhost/wordpress/)
00:49:03	157540/157540	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Jun%202021%2022:49:00%20GMT	http://localhost/wordpress/en/	C:/My%20Web%20Sites/oldds/localhost/wordpress/en/index.html	(from http://localhost/wordpress/)
00:49:03	15698/15698	---M--	200	added ('OK')	image/png	etag:%223d52-5a6087582aa40%22	http://localhost/wordpress/wp-content/uploads/2020/05/logo1.png	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/uploads/2020/05/logo1.png	(from http://localhost/wordpress/)
00:49:11	95225/95225	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Jun%202021%2022:49:03%20GMT	http://localhost/wordpress/mytempulli/	C:/My%20Web%20Sites/oldds/localhost/wordpress/mytempulli/index.html	(from http://localhost/wordpress/)
00:49:11	96691/96691	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Jun%202021%2022:49:03%20GMT	http://localhost/wordpress/kontakti/	C:/My%20Web%20Sites/oldds/localhost/wordpress/kontakti/index.html	(from http://localhost/wordpress/)
00:49:11	35418/35418	---M--	200	added ('OK')	image/png	etag:%228a5a-5a5796db8b280%22	http://localhost/wordpress/wp-content/uploads/2020/05/Logo-white-highRez-210x210.png	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/uploads/2020/05/Logo-white-highRez-210x210.png	(from http://localhost/wordpress/)
00:49:16	104430/104430	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Jun%202021%2022:49:11%20GMT	http://localhost/wordpress/covid-19/	C:/My%20Web%20Sites/oldds/localhost/wordpress/covid-19/index.html	(from http://localhost/wordpress/)
00:49:23	110176/110176	---MC-	200	added ('OK')	application/json	date:Wed,%2002%20Jun%202021%2022:48:57%20GMT	http://localhost/wordpress/wp-json/	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-json/index.html	(from http://localhost/wordpress/)
00:49:27	105465/105465	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Jun%202021%2022:49:23%20GMT	http://localhost/wordpress/the-presidents-speech/	C:/My%20Web%20Sites/oldds/localhost/wordpress/the-presidents-speech/index.html	(from http://localhost/wordpress/)
00:49:51	206780/206780	---M--	200	added ('OK')	application/pdf	etag:%22327bc-5a6a8e7ba0e00%22	http://localhost/wordpress/wp-content/uploads/2020/05/Code-of-ethics.pdf	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/uploads/2020/05/Code-of-ethics.pdf	(from http://localhost/wordpress/)
00:49:56	219092/219092	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Jun%202021%2022:49:51%20GMT	http://localhost/wordpress/ecja-e-tempullit-neper-vite/	C:/My%20Web%20Sites/oldds/localhost/wordpress/ecja-e-tempullit-neper-vite/index.html	(from http://localhost/wordpress/)
00:50:09	238079/238079	---M--	200	added ('OK')	application/pdf	etag:%223a1ff-5a625a4d55b40%22	http://localhost/wordpress/wp-content/uploads/2020/05/Udhezuesi-per-mbrojtjen-e-temes-ne-Master.pdf	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/uploads/2020/05/Udhezuesi-per-mbrojtjen-e-temes-ne-Master.pdf	(from http://localhost/wordpress/)
00:50:12	95698/95698	---M--	200	added ('OK')	application/pdf	etag:%22175d2-5a625a5126440%22	http://localhost/wordpress/wp-content/uploads/2020/05/Formulari-F1_Kerkesa-per-Komision-per-vleresim-te-projekt-propozimit-te-punimit-master.pdf	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/uploads/2020/05/Formulari-F1_Kerkesa-per-Komision-per-vleresim-te-projekt-propozimit-te-punimit-master.pdf	(from http://localhost/wordpress/)
00:50:15	94471/94471	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Jun%202021%2022:50:09%20GMT	http://localhost/wordpress/mission/	C:/My%20Web%20Sites/oldds/localhost/wordpress/mission/index.html	(from http://localhost/wordpress/)
00:50:19	94410/94410	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Jun%202021%2022:50:15%20GMT	http://localhost/wordpress/vision/	C:/My%20Web%20Sites/oldds/localhost/wordpress/vision/index.html	(from http://localhost/wordpress/)
00:50:27	68993/68993	---M--	200	added ('OK')	application/pdf	etag:%2210d81-5a625a5402b00%22	http://localhost/wordpress/wp-content/uploads/2020/05/Formulari-F1a_Raport-vleresimi-i-projekt-propozimit-te-punimit-master.pdf	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/uploads/2020/05/Formulari-F1a_Raport-vleresimi-i-projekt-propozimit-te-punimit-master.pdf	(from http://localhost/wordpress/)
00:50:31	94819/94819	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Jun%202021%2022:50:27%20GMT	http://localhost/wordpress/statute/	C:/My%20Web%20Sites/oldds/localhost/wordpress/statute/index.html	(from http://localhost/wordpress/)
00:50:33	72679/72679	---M--	200	added ('OK')	application/pdf	etag:%2211be7-5a625a57d3400%22	http://localhost/wordpress/wp-content/uploads/2020/05/Formulari-F2_Kerkese-per-komision-vleresimi-te-doreshkrimit-te-punimit-master.pdf	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/uploads/2020/05/Formulari-F2_Kerkese-per-komision-vleresimi-te-doreshkrimit-te-punimit-master.pdf	(from http://localhost/wordpress/)
00:50:37	98043/98043	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Jun%202021%2022:50:33%20GMT	http://localhost/wordpress/regulations/	C:/My%20Web%20Sites/oldds/localhost/wordpress/regulations/index.html	(from http://localhost/wordpress/)
00:50:46	71378/71378	---M--	200	added ('OK')	application/pdf	etag:%22116d2-5a625a5ba3d00%22	http://localhost/wordpress/wp-content/uploads/2020/05/Formulari-F3_Raport-vleresimi-i-doreshkrimit-te-punimit-master.pdf	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/uploads/2020/05/Formulari-F3_Raport-vleresimi-i-doreshkrimit-te-punimit-master.pdf	(from http://localhost/wordpress/)
00:50:50	100330/100330	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Jun%202021%2022:50:46%20GMT	http://localhost/wordpress/announcement/	C:/My%20Web%20Sites/oldds/localhost/wordpress/announcement/index.html	(from http://localhost/wordpress/)
00:51:02	134330/134330	---M--	200	added ('OK')	application/pdf	etag:%2220cba-5a625a6344f00%22	http://localhost/wordpress/wp-content/uploads/2020/05/Formulari-F4_Formular-per-mbrojtje-te-punimit-master.pdf	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/uploads/2020/05/Formulari-F4_Formular-per-mbrojtje-te-punimit-master.pdf	(from http://localhost/wordpress/)
00:51:07	112742/112742	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Jun%202021%2022:51:02%20GMT	http://localhost/wordpress/international-conference/	C:/My%20Web%20Sites/oldds/localhost/wordpress/international-conference/index.html	(from http://localhost/wordpress/)
00:51:47	247179/247179	---M--	200	added ('OK')	application/pdf	etag:%223c58b-5a58d9f788200%22	http://localhost/wordpress/wp-content/uploads/2020/05/Consultation-Schedule-for-winter-semester-2019-2020.pdf	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/uploads/2020/05/Consultation-Schedule-for-winter-semester-2019-2020.pdf	(from http://localhost/wordpress/)
00:51:51	100283/100283	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Jun%202021%2022:51:47%20GMT	http://localhost/wordpress/international-film-festival/	C:/My%20Web%20Sites/oldds/localhost/wordpress/international-film-festival/index.html	(from http://localhost/wordpress/)
00:52:20	514472/514472	---M--	200	added ('OK')	application/pdf	etag:%227d9a8-5a4fd7ab64500%22	http://localhost/wordpress/wp-content/uploads/2020/05/students-handbook.pdf	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/uploads/2020/05/students-handbook.pdf	(from http://localhost/wordpress/)
00:52:24	97172/97172	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Jun%202021%2022:52:20%20GMT	http://localhost/wordpress/national-conferences/	C:/My%20Web%20Sites/oldds/localhost/wordpress/national-conferences/index.html	(from http://localhost/wordpress/)
00:52:37	1080539/1080539	---M--	200	added ('OK')	application/pdf	etag:%22107cdb-5a5696445d300%22	http://localhost/wordpress/wp-content/uploads/2020/05/The-Founder_compressed.pdf	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/uploads/2020/05/The-Founder_compressed.pdf	(from http://localhost/wordpress/)
00:52:42	98294/98294	---MC-	200	added ('OK')	text/html	date:Wed,%2002%20Jun%202021%2022:52:37%20GMT	http://localhost/wordpress/roundtables/	C:/My%20Web%20Sites/oldds/localhost/wordpress/roundtables/index.html	(from http://localhost/wordpress/)
00:52:47	310170/310170	---M--	200	added ('OK')	application/pdf	etag:%224bb9a-5a50db4bd0e40%22	http://localhost/wordpress/wp-content/uploads/2020/05/List-of-publications-of-Tempulli-staff.pdf	C:/My%20Web%20Sites/oldds/localhost/wordpress/wp-content/uploads/2020/05/List-of-publications-of-Tempulli-staff.pdf	(from http://localhost/wordpress/)
